Time,weaPAtm,weaTDewPoi,weaTDryBul,weaRelHum,weaNOpa,weaCelHei,weaNTot,weaWinSpe,weaWinDir,weaHHorIR,weaHDirNor,weaHGloHor,weaHDifHor,weaSolZen,weaTBlaSky,weaTWetBul,weaSolTim,weaCloTim,lat,lon
23605200,101325,282.05,284.25,0.86,0.4,2000,0.4,2.6,5.06145,301.142,0.0001,0.60396,0.0001,1.74364,273.197,282.966,23606400,23605200,0.732689,-1.53449
23608800,101325,281.45,283.15,0.89,0.011,2000,0.011,3.1,5.06145,298.729,44.7871,15.9105,20.3,1.54945,268.771,282.182,23610000,23608800,0.732689,-1.53449
23612400,101325,283.15,284.85,0.9,0.011,2000,0.011,2.1,5.06145,310.155,292.958,138.089,66.1773,1.35889,270.768,283.921,23613600,23612400,0.732689,-1.53449
23616000,101325,283.15,287.55,0.75,0.011,2000,0.011,3.6,5.58505,320.061,526.56,312.571,106.386,1.17879,273.335,284.956,23617200,23616000,0.732689,-1.53449
23619600,101325,282.55,289.25,0.65,0.011,2000,0.011,3.1,6.10865,323.45,651.893,491.876,135.643,1.01833,274.814,285.352,23620800,23619600,0.732689,-1.53449
23623200,101325,281.45,289.85,0.58,0.011,2000,0.011,2.6,6.28219,335,697.179,589.211,148.963,0.890761,275.131,285.016,23624400,23623200,0.732689,-1.53449
23626800,101325,282.05,291.45,0.54,0.3,2000,0.3,3.6,0.523599,348.619,688.377,654.638,178.133,0.813403,279.566,285.85,23628000,23626800,0.732689,-1.53449
23630400,101325,280.95,292.55,0.47,0.3,2000,0.3,3.1,1.74533,350.688,645.642,688.627,221.17,0.801765,280.362,285.776,23631600,23630400,0.732689,-1.53449
23634000,101325,281.45,292.55,0.49,0.3,2000,0.4,3.1,0.872665,350.645,544.106,578.598,220.584,0.858645,280.48,286.064,23635200,23634000,0.732689,-1.53449
23637600,101325,280.95,292.55,0.47,0.3,2000,0.4,0.000001,0.001,348.955,497.02,473.5,183.087,0.97163,280.362,285.776,23638800,23637600,0.732689,-1.53449
23641200,101325,281.45,292.55,0.49,0.2,2000,0.4,5.7,1.74533,341.438,512.229,355.454,133.744,1.12298,279.791,286.064,23642400,23641200,0.732689,-1.53449
23644800,101325,281.45,290.95,0.54,0.1,2000,0.3,4.6,1.22173,332.526,340.482,190.771,86.2382,1.2979,277.322,285.431,23646000,23644800,0.732689,-1.53449
23648400,101325,280.95,289.85,0.56,0.1,2000,0.1,3.6,1.91986,322.724,102.806,46.3912,39.6927,1.48604,276.158,284.764,23649600,23648400,0.732689,-1.53449
23652000,101325,280.95,288.15,0.62,0.011,2000,0.1,5.2,1.74533,313.908,0.0001,4.75911,2.63158,1.68003,273.403,284.031,23653200,23652000,0.732689,-1.53449
23655600,101325,282.05,287.05,0.72,0.011,2000,0.011,4.1,1.91986,308.326,0.0001,0.0001,0.0001,1.8737,272.61,284.173,23656800,23655600,0.732689,-1.53449
23659200,101325,282.05,285.35,0.8,0.011,2000,0.011,3.1,2.26893,304.818,0.0001,0.0001,0.0001,2.06042,270.996,283.43,23660400,23659200,0.732689,-1.53449
23662800,101325,282.05,285.35,0.8,0.011,2000,0.011,2.1,2.61799,302.413,0.0001,0.0001,0.0001,2.23102,270.996,283.43,23664000,23662800,0.732689,-1.53449
23666400,101325,282.05,284.25,0.86,0.011,2000,0.011,2.6,2.44346,299.949,0.0001,0.0001,0.0001,2.3711,269.951,282.966,23667600,23666400,0.732689,-1.53449
23670000,101325,282.05,284.25,0.86,0.011,2000,0.011,3.1,2.61799,298.023,0.0001,0.0001,0.0001,2.45911,269.951,282.966,23671200,23670000,0.732689,-1.53449
23673600,101325,282.05,283.15,0.93,0.011,2000,0.011,2.1,2.61799,297.1,0.0001,0.0001,0.0001,2.47295,268.906,282.538,23674800,23673600,0.732689,-1.53449
23677200,101325,281.45,283.75,0.86,0.011,2000,0.011,2.1,2.79253,295,0.0001,0.0001,0.0001,2.40825,269.341,282.487,23678400,23677200,0.732689,-1.53449
23680800,101325,280.95,282.55,0.89,0.011,2000,0.011,2.6,2.96706,290.65,0.0001,0.0001,0.0001,2.28328,268.089,281.602,23682000,23680800,0.732689,-1.53449
23684400,101325,280.35,282.05,0.89,0.011,2000,0.011,2.6,2.79253,290,0.0001,0.0001,0.0001,2.12124,267.48,281.118,23685600,23684400,0.732689,-1.53449
23688000,101325,280.35,282.05,0.89,0.011,2000,0.011,2.6,2.79253,290,0.0001,0.0001,0.0001,1.93899,267.48,281.118,23689200,23688000,0.732689,-1.53449
23691600,101325,280.35,282.05,0.89,0.011,2000,0.011,3.1,2.79253,292.692,0.0001,1.272,0.3,1.74715,267.48,281.118,23692800,23691600,0.732689,-1.53449
23695200,101325,280.95,282.55,0.89,0.1,2000,0.1,3.1,3.14159,303.183,123.438,21.3557,12.3892,1.55298,269.203,281.602,23696400,23695200,0.732689,-1.53449
23698800,101325,282.05,284.25,0.86,0.2,2000,0.3,3.6,3.14159,318.5,454.147,156.065,52.0388,1.36265,271.989,282.966,23700000,23698800,0.732689,-1.53449
23702400,101325,284.25,287.55,0.81,0.2,2000,0.3,5.2,3.49066,335.5,554.436,299.509,89.5398,1.18299,275.648,285.601,23703600,23702400,0.732689,-1.53449
23706000,101325,284.85,290.35,0.7,0.3,2000,0.5,4.1,3.31613,348.828,493.325,390.917,131.458,1.02317,279.156,286.936,23707200,23706000,0.732689,-1.53449
23709600,101325,284.85,292.55,0.61,0.2,2000,0.6,7.2,3.31613,354.009,606.43,532.442,138.145,0.896401,280.58,287.734,23710800,23709600,0.732689,-1.53449
23713200,101325,284.85,293.75,0.57,0.2,2000,0.3,6.2,2.96706,363.237,672.218,596.758,129.916,0.819816,281.731,288.211,23714400,23713200,0.732689,-1.53449
23716800,101325,284.85,295.35,0.51,0.3,2000,0.3,6.7,2.79253,366.103,704.609,603.553,106.713,0.808619,283.963,288.659,23718000,23716800,0.732689,-1.53449
23720400,101325,284.25,295.95,0.48,0.1,2000,0.3,7.2,3.14159,362.355,837.277,649.211,101.352,0.865465,282.744,288.676,23721600,23720400,0.732689,-1.53449
23724000,101325,283.75,295.35,0.48,0.2,2000,0.7,5.7,2.79253,367.585,473.934,437.162,159.934,0.978117,283.009,288.19,23725200,23724000,0.732689,-1.53449
23727600,101325,283.15,294.85,0.48,0.6,7620,1,5.2,2.96706,384.815,81.9118,191.052,151.375,1.12907,284.808,287.784,23728800,23727600,0.732689,-1.53449
23731200,101325,282.55,293.75,0.49,1,7620,1,4.6,2.96706,397.456,2.64366,79.5172,82.1273,1.30367,289.089,287.042,23732400,23731200,0.732689,-1.53449
23734800,101325,283.15,293.15,0.53,1,7620,1,4.1,3.66519,386.201,0.716133,22.7528,21.387,1.49161,288.642,287.132,23736000,23734800,0.732689,-1.53449
23738400,101325,285.95,289.85,0.78,1,3050,1,3.1,2.61799,378.555,0.395833,1.43382,1.325,1.68553,286.049,287.423,23739600,23738400,0.732689,-1.53449
23742000,101325,287.05,289.25,0.87,1,3050,1,2.1,4.18879,378.043,0.0001,0.0001,0.0001,1.87928,285.712,287.865,23743200,23742000,0.732689,-1.53449
23745600,101325,287.05,289.25,0.87,1,3050,1,3.6,2.44346,377.812,0.0001,0.0001,0.0001,2.06623,285.712,287.865,23746800,23745600,0.732689,-1.53449
23749200,101325,286.45,289.25,0.84,1,1400,1,3.6,2.79253,375.5,0.0001,0.0001,0.0001,2.2372,285.573,287.535,23750400,23749200,0.732689,-1.53449
23752800,101325,286.45,288.75,0.87,1,1010,1,2.1,3.14159,372.5,0.0001,0.0001,0.0001,2.37772,285.079,287.384,23754000,23752800,0.732689,-1.53449
23756400,101325,286.45,288.15,0.9,1,1010,1,4.1,3.31613,370.531,0.0001,0.0001,0.0001,2.46599,284.487,287.123,23757600,23756400,0.732689,-1.53449
23760000,101325,286.45,288.15,0.9,1,1010,1,3.1,3.31613,371.594,0.0001,0.0001,0.0001,2.47952,284.487,287.123,23761200,23760000,0.732689,-1.53449
23763600,101325,287.05,288.15,0.93,1,700,1,3.1,3.14159,372,0.0001,0.0001,0.0001,2.41398,284.625,287.435,23764800,23763600,0.732689,-1.53449
23767200,101325,287.05,288.15,0.93,1,210,1,3.1,3.66519,372,0.0001,0.0001,0.0001,2.28809,284.625,287.435,23768400,23767200,0.732689,-1.53449
23770800,101325,287.05,288.15,0.93,1,210,1,3.1,3.31613,372,0.0001,0.0001,0.0001,2.12537,284.625,287.435,23772000,23770800,0.732689,-1.53449
23774400,101325,287.05,288.15,0.93,1,370,1,3.1,3.31613,372,0.0001,0.0001,0.0001,1.94269,284.625,287.435,23775600,23774400,0.732689,-1.53449
23778000,101325,287.05,288.15,0.93,1,270,1,3.1,3.66519,372,0.0001,0.0001,0.0001,1.75067,284.625,287.435,23779200,23778000,0.732689,-1.53449
23781600,101325,287.05,288.15,0.93,1,370,1,3.6,3.83972,373.406,0.84375,6.34375,6.32051,1.55653,284.625,287.435,23782800,23781600,0.732689,-1.53449
23785200,101325,287.05,288.75,0.9,1,400,1,4.1,4.36332,375.169,1.5767,65.9529,65.6542,1.36643,285.218,287.706,23786400,23785200,0.732689,-1.53449
23788800,101325,287.05,288.75,0.9,1,240,1,3.6,4.53786,374.586,3.70455,154.199,152.025,1.1872,285.218,287.706,23790000,23788800,0.732689,-1.53449
23792400,101325,286.45,288.75,0.87,1,240,1,4.1,4.01426,372.643,4.73895,229.518,226.889,1.02802,285.079,287.384,23793600,23792400,0.732689,-1.53449
23796000,101325,285.95,288.15,0.87,1,210,1,4.6,4.36332,372.415,0.0001,269.737,279.764,0.902051,284.372,286.808,23797200,23796000,0.732689,-1.53449
23799600,101325,285.95,288.75,0.84,1,210,1,5.2,4.18879,365.644,72.0709,349.473,290.816,0.826222,284.964,287.06,23800800,23799600,0.732689,-1.53449
23803200,101325,285.95,290.35,0.75,0.7,520,0.8,4.6,4.36332,358.823,258.182,456.606,282.259,0.815452,281.922,287.535,23804400,23803200,0.732689,-1.53449
23806800,101325,283.15,291.45,0.59,0.7,700,0.8,6.2,4.18879,361.675,304.548,464.962,259.321,0.872259,282.341,286.517,23808000,23806800,0.732689,-1.53449
23810400,101325,280.95,292.55,0.47,0.7,760,0.7,6.2,4.53786,356.889,330.217,394.509,214.951,0.984575,282.886,285.776,23811600,23810400,0.732689,-1.53449
23814000,101325,279.85,291.45,0.47,0.5,2000,0.5,6.7,4.53786,346,296.722,294.261,159.522,1.13513,280.129,284.89,23815200,23814000,0.732689,-1.53449
23817600,101325,278.75,290.35,0.46,0.5,2000,0.5,7.2,4.18879,340,132.488,137.879,99.8419,1.30941,278.81,283.869,23818800,23817600,0.732689,-1.53449
23821200,101325,278.75,289.25,0.5,0.5,2000,0.5,5.7,4.53786,330.125,63.101,48.24,42.5311,1.49715,277.754,283.501,23822400,23821200,0.732689,-1.53449
23824800,101325,278.75,287.55,0.55,0.2,2000,0.2,5.2,4.36332,313.375,13.9526,4.32,1.10526,1.691,274.381,282.698,23826000,23824800,0.732689,-1.53449
23828400,101325,279.25,286.45,0.62,0.011,2000,0.011,4.1,4.18879,304.5,0.0001,0.0001,0.0001,1.88482,271.399,282.549,23829600,23828400,0.732689,-1.53449
23832000,101325,279.85,285.35,0.69,0.011,2000,0.011,4.6,4.36332,299.25,0.0001,0.0001,0.0001,2.07199,270.495,282.318,23833200,23832000,0.732689,-1.53449
23835600,101325,279.85,283.75,0.77,0.011,2000,0.011,3.6,4.18879,294.654,0.0001,0.0001,0.0001,2.24334,268.978,281.646,23836800,23835600,0.732689,-1.53449
23839200,101325,279.85,283.15,0.8,0.011,2000,0.011,3.6,4.01426,293.596,0.0001,0.0001,0.0001,2.38432,268.409,281.366,23840400,23839200,0.732689,-1.53449
23842800,101325,280.35,283.15,0.83,0.011,2000,0.011,4.1,4.01426,297.65,0.0001,0.0001,0.0001,2.47285,268.523,281.641,23844000,23842800,0.732689,-1.53449
23846400,101325,280.35,282.05,0.89,0.3,2000,0.3,3.6,4.01426,302.913,0.0001,0.0001,0.0001,2.48607,270.163,281.118,23847600,23846400,0.732689,-1.53449
23850000,101325,280.35,282.55,0.86,0.3,2000,0.3,4.1,4.18879,308.812,0.0001,0.0001,0.0001,2.41969,270.642,281.338,23851200,23850000,0.732689,-1.53449
23853600,101325,281.45,282.55,0.93,0.6,2440,0.7,4.1,4.18879,314.5,0.0001,0.0001,0.0001,2.29289,272.541,281.95,23854800,23853600,0.732689,-1.53449
23857200,101325,280.95,282.55,0.89,0.7,240,0.8,4.1,4.18879,317.5,0.0001,0.0001,0.0001,2.12948,273.217,281.602,23858400,23857200,0.732689,-1.53449
23860800,101325,281.45,283.15,0.89,0.7,370,0.9,4.1,4.18879,308.378,0.0001,0.0001,0.0001,1.94639,273.912,282.182,23862000,23860800,0.732689,-1.53449
23864400,101325,280.95,282.05,0.93,0.1,2000,0.1,4.1,4.18879,295.799,0.25,0.0001,0.0001,1.7542,268.726,281.46,23865600,23864400,0.732689,-1.53449
23868000,101325,280.95,282.05,0.93,0.2,2000,0.2,3.6,4.36332,307.119,39.1488,18.2867,14.8585,1.5601,269.635,281.46,23869200,23868000,0.732689,-1.53449
23871600,101325,281.45,283.15,0.89,0.6,3050,0.6,4.1,4.18879,325.093,86.1324,84.6809,67.5092,1.37023,273.119,282.182,23872800,23871600,0.732689,-1.53449
23875200,101325,281.45,283.75,0.86,0.9,3050,0.9,5.2,4.18879,336.176,73.3801,141.011,113.688,1.19144,277.051,282.487,23876400,23875200,0.732689,-1.53449
23878800,101325,281.45,285.95,0.75,0.8,1010,0.8,4.1,4.53786,340.611,168.51,269.797,174.627,1.0329,277.715,283.483,23880000,23878800,0.732689,-1.53449
23882400,101325,279.85,286.45,0.64,0.9,880,1,6.2,4.71239,352.816,141.689,280.906,198.605,0.907708,279.31,282.768,23883600,23882400,0.732689,-1.53449
23886000,101325,279.85,287.55,0.6,1,880,1,4.6,4.53786,359.772,2.21483,198.434,196.858,0.832622,282.347,283.279,23887200,23886000,0.732689,-1.53449
23889600,101325,279.85,287.05,0.62,1,1010,1,4.6,4.36332,361,4.41872,221.559,217.613,0.822262,281.856,283.072,23890800,23889600,0.732689,-1.53449
23893200,101325,280.35,288.15,0.6,1,1010,1,5.2,4.36332,352.674,171.645,351.386,240.741,0.879023,283.056,283.797,23894400,23893200,0.732689,-1.53449
23896800,101325,280.35,288.75,0.58,0.6,1010,0.7,4.6,4.18879,347.875,233.961,369.203,237.851,0.991002,278.263,284.075,23898000,23896800,0.732689,-1.53449
23900400,101325,280.95,289.85,0.56,0.8,1010,0.8,3.6,3.83972,347.045,251.323,262.938,164.93,1.14116,281.385,284.764,23901600,23900400,0.732689,-1.53449
23904000,101325,280.35,289.85,0.54,0.4,2000,0.9,4.6,3.66519,338.226,234.25,174.576,101.615,1.31511,278.182,284.509,23905200,23904000,0.732689,-1.53449
23907600,101325,280.95,288.15,0.62,0.6,7620,0.9,3.1,3.49066,339.556,37.157,44.7852,44.0726,1.50265,277.826,284.031,23908800,23907600,0.732689,-1.53449
23911200,101325,280.35,287.05,0.64,0.8,3660,1,3.1,3.14159,341.361,0.921429,4.43688,2.03125,1.69643,278.526,283.296,23912400,23911200,0.732689,-1.53449
23914800,101325,280.95,287.05,0.67,0.8,3660,1,3.6,2.26893,344.139,0.0001,0.0001,0.0001,1.89032,278.667,283.628,23916000,23914800,0.732689,-1.53449
23918400,101325,281.45,286.45,0.72,0.9,3660,1,1.5,3.83972,350.674,0.0001,0.0001,0.0001,2.07771,279.687,283.627,23919600,23918400,0.732689,-1.53449
23922000,101325,280.95,285.95,0.72,1,3660,1,3.1,2.79253,355.469,0.0001,0.0001,0.0001,2.24944,281.037,283.172,23923200,23922000,0.732689,-1.53449
23925600,101325,280.95,286.45,0.69,1,3660,1,4.1,2.61799,356.162,0.0001,0.0001,0.0001,2.39087,281.528,283.308,23926800,23925600,0.732689,-1.53449
23929200,101325,280.95,286.45,0.69,1,1370,1,4.1,3.14159,354.526,0.0001,0.0001,0.0001,2.47968,281.528,283.308,23930500,23929200,0.732689,-1.53449
23932800,101325,282.55,285.35,0.83,1,1160,1,3.6,3.31613,356,0.0001,0.0001,0.0001,2.4926,280.822,283.727,23934100,23932800,0.732689,-1.53449
23936400,101325,283.75,286.45,0.83,1,1160,1,4.1,2.79253,357.556,0.0001,0.0001,0.0001,2.42538,282.185,284.769,23937700,23936400,0.732689,-1.53449
23940000,101325,283.15,285.95,0.83,1,1220,1,4.6,3.14159,355.288,0.0001,0.0001,0.0001,2.29767,281.553,284.295,23941300,23940000,0.732689,-1.53449
23943600,101325,283.15,285.95,0.83,1,1160,1,5.7,2.96706,358.766,0.0001,0.0001,0.0001,2.13358,281.553,284.295,23944900,23943600,0.732689,-1.53449
23947200,101325,283.15,287.05,0.78,1,1160,1,7.2,3.14159,365.462,0.0001,0.0001,0.0001,1.95009,282.636,284.815,23948500,23947200,0.732689,-1.53449
23950800,101325,284.25,288.15,0.78,1,460,1,8.2,3.66519,369.603,0.0001,0.275862,0.0001,1.75773,283.977,285.839,23952100,23950800,0.732689,-1.53449
23954400,101325,284.25,287.55,0.81,1,370,1,6.7,3.49066,349.5,5.83912,17.087,17.8147,1.56367,283.386,285.601,23955700,23954400,0.732689,-1.53449
23958000,101325,284.25,287.55,0.81,0.4,2000,0.4,4.6,4.18879,332.317,68.6974,88.9043,75.8149,1.37405,276.873,285.601,23959300,23958000,0.732689,-1.53449
23961600,101325,283.15,288.15,0.72,0.3,2000,0.3,5.7,4.36332,324.111,411.054,272.787,107.628,1.19569,276.653,285.175,23962900,23961600,0.732689,-1.53449
23965200,101325,281.45,288.75,0.62,0.011,2000,0.011,5.2,4.36332,321.042,679.15,465.262,115.978,1.03779,274.087,284.555,23966500,23965200,0.732689,-1.53449
23968800,101325,279.85,288.75,0.56,0.1,2000,0.1,7.7,4.18879,327.236,663.796,575.153,160.467,0.913371,274.855,283.832,23970100,23968800,0.732689,-1.53449
23972400,101325,279.85,288.15,0.58,0.4,2000,0.4,7.2,4.36332,342.812,369.333,471.794,219.742,0.839011,276.434,283.561,23973700,23972400,0.732689,-1.53449
23976000,101325,279.85,288.15,0.58,0.9,880,0.9,9.3,4.01426,353.044,35.7219,257.915,231.917,0.829049,280.968,283.561,23977300,23976000,0.732689,-1.53449
23979600,101325,279.85,285.95,0.67,1,700,1,9.8,4.01426,350.295,7.81482,176.687,174.482,0.885756,280.776,282.647,23980900,23979600,0.732689,-1.53449
23983200,101325,279.85,285.35,0.69,1,640,1,7.2,4.18879,349.938,6.4873,117.35,112.946,0.997396,280.187,282.318,23984500,23983200,0.732689,-1.53449
23986800,101325,280.95,285.35,0.75,1,760,1,6.2,4.18879,350.509,1.58442,91.0176,91.2918,1.14716,280.447,282.93,23988100,23986800,0.732689,-1.53449
23990400,101325,282.55,284.85,0.86,1,760,1,5.2,4.36332,350.054,2.12987,55.8974,56.1241,1.32078,280.33,283.541,23991700,23990400,0.732689,-1.53449
23994000,101325,282.05,284.85,0.83,1,760,1,4.6,4.53786,348.075,1.39286,15.6303,15.6394,1.50811,280.214,283.253,23995300,23994000,0.732689,-1.53449
23997600,101325,281.45,284.25,0.83,1,640,1,7.2,4.36332,345.35,0.0001,3.23922,3.23922,1.70181,279.483,282.684,23998900,23997600,0.732689,-1.53449
24001200,101325,280.95,284.25,0.8,1,490,1,7.2,4.53786,345.033,0.0001,0.0001,0.0001,1.89577,279.366,282.398,24002500,24001200,0.732689,-1.53449
24004800,101325,280.95,284.25,0.8,1,700,1,7.7,4.71239,344.042,0.0001,0.0001,0.0001,2.08338,279.366,282.398,24006100,24004800,0.732689,-1.53449
24008400,101325,280.95,283.75,0.83,1,700,1,5.7,4.71239,342.75,0.0001,0.0001,0.0001,2.25549,278.874,282.21,24009700,24008400,0.732689,-1.53449
24012000,101325,280.95,283.75,0.83,1,580,1,9.3,4.88692,344.125,0.0001,0.0001,0.0001,2.39738,278.874,282.21,24013300,24012000,0.732689,-1.53449
24015600,101325,280.95,284.25,0.8,1,520,1,8.2,4.88692,345,0.0001,0.0001,0.0001,2.48648,279.366,282.398,24016900,24015600,0.732689,-1.53449
24019200,101325,280.35,284.25,0.77,1,580,1,7.7,5.06145,345,0.0001,0.0001,0.0001,2.4991,279.225,282.11,24020500,24019200,0.732689,-1.53449
24022800,101325,280.35,284.25,0.77,1,490,1,6.2,5.06145,345,0.0001,0.0001,0.0001,2.43104,279.225,282.11,24024100,24022800,0.732689,-1.53449
24026400,101325,280.35,284.25,0.77,1,700,1,7.7,4.88692,338.5,0.0001,0.0001,0.0001,2.30243,279.225,282.11,24027700,24026400,0.732689,-1.53449
24030000,101325,279.85,283.75,0.77,0.9,640,0.9,6.7,4.71239,336.856,0.0001,0.0001,0.0001,2.13767,276.677,281.646,24031300,24030000,0.732689,-1.53449
24033600,101325,279.85,283.75,0.77,1,760,1,7.2,4.88692,342.379,0.0001,0.0001,0.0001,1.95378,278.616,281.646,24034900,24033600,0.732689,-1.53449
24037200,101325,279.85,283.75,0.77,1,640,1,8.2,4.88692,340.866,0.0001,0.636029,0.602041,1.76127,278.616,281.646,24038500,24037200,0.732689,-1.53449
24040800,101325,279.85,283.15,0.8,1,370,1,5.2,5.23599,334.369,8.45207,13.5269,12.191,1.56726,278.027,281.366,24042100,24040800,0.732689,-1.53449
24044400,101325,280.35,283.15,0.83,0.9,400,1,7.2,5.06145,328.838,44.4478,73.2553,70.8945,1.37788,276.209,281.641,24045700,24044400,0.732689,-1.53449
24048000,101325,280.35,284.25,0.77,0.8,460,0.9,7.7,5.06145,325.819,408.543,275.513,117.707,1.19996,275.809,282.11,24049300,24048000,0.732689,-1.53449
24051600,101325,279.85,285.95,0.67,0.5,700,0.6,7.2,5.23599,332.61,483.114,435.795,172.621,1.04269,274.842,282.647,24052900,24051600,0.732689,-1.53449
24055200,101325,279.25,286.45,0.62,0.9,700,1,7.7,5.23599,348.681,157.715,319.829,245.556,0.919038,279.168,282.549,24056500,24055200,0.732689,-1.53449
24058800,101325,277.55,285.95,0.57,1,760,1,5.2,5.23599,348.157,0.0001,262.686,258.604,0.84539,280.225,281.568,24060100,24058800,0.732689,-1.53449
24062400,101325,277.05,285.35,0.57,1,760,1,5.2,5.23599,343.442,7.9387,269.607,263.532,0.835809,279.516,281.056,24063700,24062400,0.732689,-1.53449
24066000,101325,277.55,284.25,0.64,1,760,1,6.7,4.88692,341.791,2.30655,242.594,242.305,0.892456,278.559,280.83,24067300,24066000,0.732689,-1.53449
24069600,101325,276.45,284.85,0.57,1,1160,1,6.7,5.23599,340.381,3.70208,193.373,191.204,1.00375,278.882,280.63,24070900,24069600,0.732689,-1.53449
24073200,101325,276.45,283.75,0.61,1,1160,1,5.2,5.06145,337.354,6.85521,155.597,153.206,1.15312,277.805,280.092,24074500,24073200,0.732689,-1.53449
24076800,101325,275.95,283.75,0.59,1,1160,1,6.7,4.88692,337.083,1.95312,97.8607,96.7457,1.32641,277.684,279.892,24078100,24076800,0.732689,-1.53449
24080400,101325,275.95,283.75,0.59,1,1370,1,5.7,5.06145,336.042,0.0001,24.5149,24.6357,1.51352,277.684,279.892,24081700,24080400,0.732689,-1.53449
24084000,101325,276.45,283.15,0.64,1,1370,1,4.6,4.71239,334.438,0.0001,2.21277,2.19565,1.70714,277.217,279.86,24085300,24084000,0.732689,-1.53449
24087600,101325,275.95,283.15,0.61,1,1160,1,5.2,5.06145,334.021,0.0001,0.0001,0.0001,1.90117,277.097,279.569,24088900,24087600,0.732689,-1.53449
24091200,101325,275.95,283.15,0.61,1,880,1,4.1,4.71239,331.942,0.0001,0.0001,0.0001,2.089,277.097,279.569,24092500,24091200,0.732689,-1.53449
24094800,101325,274.25,282.55,0.56,1,1010,1,4.6,5.06145,328.762,0.0001,0.0001,0.0001,2.26149,276.098,278.568,24096100,24094800,0.732689,-1.53449
24098400,101325,274.85,282.05,0.61,1,1160,1,4.1,5.06145,310.445,0.0001,0.0001,0.0001,2.40385,275.755,278.611,24099700,24098400,0.732689,-1.53449
24102000,101325,274.85,280.35,0.68,0.3,2000,0.3,5.2,5.06145,278.476,0.0001,0.0001,0.0001,2.49325,267.266,277.73,24103300,24102000,0.732689,-1.53449
24105600,101325,274.85,279.25,0.73,0.011,2000,0.011,4.1,5.06145,272,0.0001,0.0001,0.0001,2.50559,263.573,277.146,24106900,24105600,0.732689,-1.53449
24109200,101325,275.35,278.75,0.79,0.011,2000,0.011,4.1,4.71239,270,0.0001,0.0001,0.0001,2.43668,263.217,277.157,24110500,24109200,0.732689,-1.53449
24112800,101325,275.35,278.15,0.82,0.011,2000,0.1,3.1,4.71239,286.395,0.0001,0.0001,0.0001,2.30717,262.65,276.821,24114100,24112800,0.732689,-1.53449
24116400,101325,275.95,279.85,0.76,0.8,3660,0.8,5.2,4.88692,301.565,0.0001,0.0001,0.0001,2.14175,270.517,277.942,24117700,24116400,0.732689,-1.53449
24120000,101325,275.95,279.25,0.79,0.7,3660,0.7,4.1,5.06145,288.267,0.0001,0.0001,0.0001,1.95748,268.873,277.625,24121300,24120000,0.732689,-1.53449
24123600,101325,275.95,278.75,0.83,0.2,2000,0.2,4.1,5.23599,275.943,0.0561594,0.0001,0.0001,1.76481,265.343,277.466,24124900,24123600,0.732689,-1.53449
24127200,101325,275.35,277.55,0.86,0.2,2000,0.3,3.1,5.06145,280.731,65.0988,12.1136,11.5871,1.57086,264.062,276.546,24128500,24127200,0.732689,-1.53449
24130800,101325,276.45,279.25,0.83,0.3,2000,0.3,4.1,5.06145,291.349,312.284,124.708,54.4176,1.38173,266.59,277.941,24132100,24130800,0.732689,-1.53449
24134400,101325,277.55,281.45,0.77,0.3,2000,0.3,6.2,5.75959,304.425,395.789,271.1,133.399,1.20425,268.946,279.511,24135700,24134400,0.732689,-1.53449
24138000,101325,277.05,282.55,0.69,0.7,1680,0.7,5.2,5.41052,318.094,153.689,310.074,231.429,1.04761,272.31,279.798,24139300,24138000,0.732689,-1.53449
24141600,101325,277.05,284.25,0.61,0.8,1680,0.8,5.2,5.93412,329.739,64.7658,308.935,267.736,0.924709,275.033,280.527,24142900,24141600,0.732689,-1.53449
24145200,101325,275.35,285.35,0.51,0.9,880,0.9,6.7,5.06145,332.996,89.1234,324.946,263.306,0.851755,277.162,280.405,24146500,24145200,0.732689,-1.53449
24148800,101325,274.85,284.25,0.53,0.9,1010,1,5.7,5.58505,333.96,40.5542,294.849,263.904,0.842542,275.972,279.703,24150100,24148800,0.732689,-1.53449
24152400,101325,274.85,284.25,0.53,1,1160,1,7.7,5.75959,334.786,6.37654,259.079,261.554,0.89912,277.906,279.703,24153700,24152400,0.732689,-1.53449
24156000,101325,274.25,283.15,0.54,1,1160,1,6.2,5.58505,332,4.01389,193.252,188.269,1.01008,276.684,278.88,24157300,24156000,0.732689,-1.53449
24159600,101325,273.75,283.15,0.52,1,1400,1,6.2,5.58505,332,1.5625,129.303,128.152,1.15904,276.562,278.681,24160900,24159600,0.732689,-1.53449
24163200,101325,274.25,283.15,0.54,1,1400,1,5.7,5.41052,325.083,10.9514,80.6384,78.4343,1.332,276.684,278.88,24164500,24163200,0.732689,-1.53449
24166800,101325,273.75,282.05,0.56,0.9,1370,0.9,4.1,5.23599,320.928,8.73611,18.5951,17.3195,1.51889,273.571,278.142,24168100,24166800,0.732689,-1.53449
24170400,101325,274.25,281.45,0.61,1,1370,1,3.6,5.75959,323.683,0.0001,1.40625,1.49235,1.71243,275.023,278.088,24171700,24170400,0.732689,-1.53449
24174000,101325,275.35,280.95,0.68,1,1370,1,2.6,5.23599,321.771,0.0001,0.0001,0.0001,1.90651,274.8,278.269,24175300,24174000,0.732689,-1.53449
24177600,101325,273.75,280.35,0.63,1,1370,1,4.1,5.93412,303.205,0.0001,0.0001,0.0001,2.09456,273.827,277.301,24178900,24177600,0.732689,-1.53449
